"","X","pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","time","nsumba.1","nsumba.2","nsumba.3","nsumba5.1","nsumba5.2","nsumba5.3","nsumbabig.1","nsumbabig.2","nsumbabig.3","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","nsumba.1cl","nsumba.2cl","nsumba.3cl","nsumba5.1cl","nsumba5.2cl","nsumba5.3cl","nsumbabig.1cl","nsumbabig.2cl","nsumbabig.3cl","dbhgrowthcl","bagrowthcl","nsumba.1cl2","nsumba.2cl2","nsumba.3cl2","nsumba5.1cl2","nsumba5.2cl2","nsumba5.3cl2","nsumbabig.1cl2","nsumbabig.2cl2","nsumbabig.3cl2","dbhgrowthcl2","bagrowthcl2"
"9836",2209.201,11,1,442,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,3,FALSE,NA,NA,TRUE,TRUE,2010,0.004339335,0.145331507706,0.529758905214,0.004339335,0.129005877,0.481901805,0,0.0828848328,0.3700066524,8.5,8.33,0.325,0.00033438405,0.344166666666667,"ALIVE","i",9.305,0.005674515,2209,FALSE,1,2,3,1,2,3,1,2,3,3,2,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.324,0.486]","(0.294,0.442]","(0.000309,0.000619]"
"9837",2214.201,11,1,538,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0361331124,0.197668937928,0.395599131312,0.0343164822,0.1649214336,0.3283945896,0.0343164822,0.1489440414,0.2899610406,5.9,6.1,0.233333333333333,0.000164934,0.233333333333333,"ALIVE","i",9.305,0.0027339774,2214,FALSE,2,3,3,2,3,3,2,2,2,2,1,"(0.0182,0.0365]","(0.155,0.232]","(0.356,0.533]","(0.0182,0.0365]","(0.154,0.232]","(0.324,0.486]","(0.0182,0.0365]","(0.0761,0.152]","(0.162,0.324]","(0.147,0.294]","[0,0.000309]"
"9838",2217.201,11,1,541,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0353414292,0.196877254728,0.394807448112,0.033524799,0.1641297504,0.3276029064,0.0307908216,0.1325425332,0.260788143,6.7,6.4,0.208333333333333,0.00017835125,0.233333333333333,"ALIVE","i",9.305,0.0035256606,2217,FALSE,2,3,3,2,3,3,2,2,2,2,1,"(0.0182,0.0365]","(0.155,0.232]","(0.356,0.533]","(0.0182,0.0365]","(0.154,0.232]","(0.324,0.486]","(0.0182,0.0365]","(0.0761,0.152]","(0.162,0.324]","(0.147,0.294]","[0,0.000309]"
"9839",2219.201,11,1,543,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,5,FALSE,NA,NA,NA,NA,2010,0.0380117892,0.199547614728,0.397477808112,0.0370504596,0.167655411,0.331128567,0.0370504596,0.193516614522,0.384042865668,3.3,4.3,NA,NA,NA,"ALIVE","o",9.305,0.0008553006,2219,FALSE,3,3,3,3,3,3,3,3,3,NA,NA,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.152,0.228]","(0.324,0.486]",NA,NA
"9840",2220.201,11,1,544,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0381602298,0.199696055328,0.397626248712,0.0370504596,0.167655411,0.331128567,0.0379057602,0.195906783072,0.387846754218,3,4,0.0333333333333333,1.46608e-05,0.1,"ALIVE","o",9.305,0.00070686,2220,FALSE,3,3,3,3,3,3,3,3,3,1,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.152,0.228]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9841",2224.201,11,1,548,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,4,FALSE,NA,NA,TRUE,TRUE,2010,0.0082600518,0.1860581184,0.413072113608,0.0021237216,0.1617397782,0.3492406764,0,0.1206798516,0.2396820888,8.2,7.29,0.3,0.0003015936,0.2825,"ALIVE","i",9.305,0.0052810296,2224,FALSE,1,3,3,1,3,3,1,2,2,3,1,"[0,0.0182]","(0.155,0.232]","(0.356,0.533]","[0,0.0182]","(0.154,0.232]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.162,0.324]","(0.294,0.442]","[0,0.000309]"
"9842",2225.201,11,1,549,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0080872638,0.144292996848,0.473787711936,0.0031172526,0.115936821,0.4141594842,0,0.090372051,0.3583905864,6.6,6.3,0.266666666666667,0.00020944,0.241666666666667,"ALIVE","i",9.305,0.0034212024,2225,FALSE,1,2,3,1,2,3,1,2,3,2,1,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.324,0.486]","(0.147,0.294]","[0,0.000309]"
"9843",2232.201,11,1,599,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0110175912,0.147223324248,0.476718039336,0.006538455,0.1193580234,0.4175806866,0.0108848586,0.146493051474,0.470976592548,2.5,3.04,0.0416666666666667,1.472625e-05,0.045,"ALIVE","",9.305,0.000490875,2232,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9844",2234.201,11,1,623,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,5,FALSE,NA,NA,TRUE,TRUE,2010,0.051349452,0.197601047952,0.437201910684,0.0483068124,0.168849219,0.3596165958,0.051349452,0.195780372942,0.42767500083,2.8,3.54,0.025,1.040655e-05,0.0866666666666667,"ALIVE","o",9.305,0.0006157536,2234,FALSE,3,3,3,3,3,3,3,3,3,1,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.152,0.228]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9845",2236.201,11,1,635,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0503747706,0.196626366552,0.436227229284,0.0483068124,0.168849219,0.3596165958,0.0483068124,0.17741891475,0.37701026055,4.5,4.79,0.133333333333333,7.74928e-05,0.149166666666667,"ALIVE","i",9.305,0.001590435,2236,FALSE,3,3,3,3,3,3,3,3,3,1,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.152,0.228]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9846",2237.201,11,1,637,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0462906906,0.192542286552,0.432143149284,0.0426322974,0.163174704,0.3539420808,0.0366436224,0.1049875596,0.2228501814,8.5,7.4,0.283333333333333,0.0003026408,0.258333333333333,"ALIVE","i",9.305,0.005674515,2237,FALSE,3,3,3,3,3,3,3,2,2,2,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.0761,0.152]","(0.162,0.324]","(0.147,0.294]","[0,0.000309]"
"9847",2238.201,11,1,638,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0495021912,0.195753787152,0.435354649884,0.045843798,0.1663862046,0.3571535814,0.045843798,0.1598501058,0.3316485018,5.6,5.89,0.125,9.522975e-05,0.165833333333333,"ALIVE","i",9.305,0.0024630144,2238,FALSE,3,3,3,3,3,3,3,3,3,1,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.152,0.228]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9848",2239.201,11,1,639,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,5,FALSE,NA,NA,TRUE,TRUE,2010,0.048439545,0.194691140952,0.434292003684,0.0447811518,0.1653235584,0.3560909352,0.0423181374,0.139895448,0.2803791606,6.7,6.79,0.191666666666667,0.00016709385,0.224166666666667,"ALIVE","i",9.305,0.0035256606,2239,FALSE,3,3,3,3,3,3,3,2,2,2,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.0761,0.152]","(0.162,0.324]","(0.147,0.294]","[0,0.000309]"
"9849",2241.201,11,1,642,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,5,FALSE,NA,NA,TRUE,TRUE,2010,0.050513001,0.196764596952,0.436365459684,0.0483068124,0.168849219,0.3596165958,0.0498972474,0.181940902374,0.390559604358,4.3,5.25,0.133333333333333,7.3304e-05,0.1875,"ALIVE","i",9.305,0.0014522046,2241,FALSE,3,3,3,3,3,3,3,3,3,1,1,"(0.0365,0.0547]","(0.155,0.232]","(0.356,0.533]","(0.0365,0.0547]","(0.154,0.232]","(0.324,0.486]","(0.0365,0.0547]","(0.152,0.228]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9850",2242.201,11,1,643,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,2,FALSE,NA,NA,TRUE,TRUE,2010,0.0261868068,NA,NA,0.0261868068,NA,NA,0.0261868068,NA,NA,6.2,7.5,0.183333333333333,0.0001468698,0.3,"ALIVE","i",9.305,0.0030190776,2242,FALSE,2,NA,NA,2,NA,NA,2,NA,NA,2,1,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9851",2249.201,11,1,652,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,2,FALSE,NA,NA,TRUE,TRUE,2010,0.0245492478,NA,NA,0.0245492478,NA,NA,0.0215301702,NA,NA,7.7,7.57,0.2,0.000204204,0.2975,"ALIVE","c",9.305,0.0046566366,2249,FALSE,2,NA,NA,2,NA,NA,2,NA,NA,2,1,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9852",2255.201,11,1,658,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,5,FALSE,NA,NA,TRUE,TRUE,2010,0.0102518262,0.146457559248,0.475952274336,0.006538455,0.1193580234,0.4175806866,0.006538455,0.1329737178,0.444977818362,4,4.63,0.0833333333333333,4.5815e-05,0.144166666666667,"ALIVE","",9.305,0.00125664,2255,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9853",2257.201,11,1,660,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,2,FALSE,NA,NA,TRUE,TRUE,2010,0.0210345828,NA,NA,0.0210345828,NA,NA,0.0083323086,NA,NA,10.2,8.3,0.35,0.0004453218,0.333333333333333,"ALIVE","c",9.305,0.0081713016,2257,FALSE,2,NA,NA,2,NA,NA,1,NA,NA,3,2,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"[0,0.0182]",NA,NA,"(0.294,0.442]","(0.000309,0.000619]"
"9854",2260.201,11,1,665,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,1,FALSE,NA,NA,TRUE,TRUE,2010,0.013458056766,NA,NA,0.010532214,NA,NA,0.010532214,NA,NA,6.8,6.72,0.158333333333333,0.00014549535,0.226666666666667,"ALIVE","i",9.305,0.0036316896,2260,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9855",2265.201,11,1,670,"ABBA",NA,1025,"M","E",100,"H","BSLP",2,1,FALSE,NA,NA,TRUE,TRUE,2010,0.010826739,NA,NA,0.010826739,NA,NA,0.0078076614,NA,NA,6.5,6.92,0.158333333333333,0.00013803405,0.268333333333333,"ALIVE","i",9.305,0.003318315,2265,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9856",2267.201,11,1,672,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,2,FALSE,NA,NA,TRUE,TRUE,2010,0.005482092,0.12857567415,NA,0.005482092,0.1131455094,NA,0,0.0752106894,NA,7.6,6.46,0.25,0.000239547,0.155,"ALIVE","i",9.305,0.0045364704,2267,FALSE,1,2,NA,1,2,NA,1,1,NA,2,1,"[0,0.0182]","(0.0774,0.155]",NA,"[0,0.0182]","(0.0772,0.154]",NA,"[0,0.0182]","[0,0.0761]",NA,"(0.147,0.294]","[0,0.000309]"
"9858",2278.201,11,1,689,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,1,FALSE,NA,NA,TRUE,TRUE,2010,0.013350456966,NA,NA,0.0104246142,NA,NA,0.0067929246,NA,NA,6.9,7.45,0.166666666666667,0.000154462,0.2625,"ALIVE","i",9.305,0.0037392894,2278,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9859",2279.201,11,1,690,"ABBA",NA,1025,"M","E",100,"H","BSLP",2,1,FALSE,NA,NA,TRUE,TRUE,2010,0.010296594,NA,NA,0.010296594,NA,NA,0.0039592014,NA,NA,7,8.56,0.225,0.00019968795,0.363333333333333,"ALIVE","i",9.305,0.00384846,2279,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9861",2284.201,11,1,733,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,1,FALSE,NA,NA,TRUE,TRUE,2010,0.0392299446,NA,NA,0.036898092,NA,NA,0.034070652,NA,NA,6.6,7.88,0.15,0.0001343034,0.231666666666667,"ALIVE","i",9.305,0.0034212024,2284,FALSE,3,NA,NA,3,NA,NA,2,NA,NA,2,1,"(0.0365,0.0547]",NA,NA,"(0.0365,0.0547]",NA,NA,"(0.0182,0.0365]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9862",2285.201,11,1,737,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,1,FALSE,NA,NA,NA,NA,2010,0.0415759344,NA,NA,0.0403192944,NA,NA,0.0415759344,NA,NA,3.7,4.3,NA,NA,NA,"ALIVE","o",9.305,0.0010752126,2285,FALSE,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"(0.0365,0.0547]",NA,NA,"(0.0365,0.0547]",NA,NA,"(0.0365,0.0547]",NA,NA,NA,NA
"9863",2287.201,11,1,739,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,1,FALSE,NA,NA,TRUE,TRUE,2010,0.039823707,NA,NA,0.0374918544,NA,NA,0.0374918544,NA,NA,6,7.5,0.15,0.0001201662,0.266666666666667,"ALIVE","o",9.305,0.00282744,2287,FALSE,3,NA,NA,3,NA,NA,3,NA,NA,2,1,"(0.0365,0.0547]",NA,NA,"(0.0365,0.0547]",NA,NA,"(0.0365,0.0547]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9865",2292.201,11,1,744,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,1,FALSE,NA,NA,TRUE,TRUE,2010,0.00905271675,NA,NA,0.00636174,NA,NA,0,NA,NA,10.8,8.19,0.291666666666667,0.00041462575,0.265833333333333,"ALIVE","i",9.305,0.0091609056,2292,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,2,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","(0.000309,0.000619]"
"9866",2295.201,11,1,747,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,1,FALSE,NA,NA,TRUE,TRUE,2010,0.01640406075,NA,NA,0.0155226456,NA,NA,0.0155226456,NA,NA,4.8,5.31,0.0666666666666667,4.60768e-05,0.1925,"ALIVE","o",9.305,0.0018095616,2295,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.147]","[0,0.000309]"
"9867",2297.201,11,1,749,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,1,FALSE,NA,NA,TRUE,TRUE,2010,0.01185188235,NA,NA,0.0091609056,NA,NA,0.0091609056,NA,NA,9,6.44,0.333333333333333,0.00036652,0.17,"ALIVE","i",9.305,0.00636174,2297,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,3,2,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.294,0.442]","(0.000309,0.000619]"
"9868",2298.201,11,1,750,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,2,FALSE,NA,NA,TRUE,TRUE,2010,0.0034408374,0.199492244028,NA,0.0027339774,0.18720009,NA,0.0027339774,0.1890096516,NA,4.7,5.24,0.15,8.95356e-05,0.186666666666667,"ALIVE","",9.305,0.0017349486,2298,FALSE,1,3,NA,1,3,NA,1,3,NA,2,1,"[0,0.0182]","(0.155,0.232]",NA,"[0,0.0182]","(0.154,0.232]",NA,"[0,0.0182]","(0.152,0.228]",NA,"(0.147,0.294]","[0,0.000309]"
"9870",2303.201,11,1,755,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,2,FALSE,NA,NA,TRUE,TRUE,2010,0.0024418086,0.198493215228,NA,0,0.1844661126,NA,0,0.1801267776,NA,5.9,6.7,0.233333333333333,0.000164934,0.275,"ALIVE","o",9.305,0.0027339774,2303,FALSE,1,3,NA,1,3,NA,1,3,NA,2,1,"[0,0.0182]","(0.155,0.232]",NA,"[0,0.0182]","(0.154,0.232]",NA,"[0,0.0182]","(0.152,0.228]",NA,"(0.147,0.294]","[0,0.000309]"
"9871",2308.201,11,1,868,"ABBA",NA,1025,"M","E",100,"H","BSLP",2,1,FALSE,NA,NA,TRUE,TRUE,2010,0.0111259764,NA,NA,0.0111259764,NA,NA,0.0111259764,NA,NA,6.2,7.21,0.158333333333333,0.00013057275,0.2175,"ALIVE","i",9.305,0.0030190776,2308,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9873",2315.201,11,1,877,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,1,FALSE,NA,NA,TRUE,TRUE,2010,0.019246227,NA,NA,0.019246227,NA,NA,0.019246227,NA,NA,6.2,6.11,0.133333333333333,0.0001130976,0.1925,"ALIVE","i",9.305,0.0030190776,2315,FALSE,2,NA,NA,2,NA,NA,2,NA,NA,1,1,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"(0.0182,0.0365]",NA,NA,"[0,0.147]","[0,0.000309]"
"9874",2320.201,11,1,886,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,2,FALSE,NA,NA,TRUE,TRUE,2010,0,0.14934086475,NA,0,0.1378816824,NA,0,0.1206696414,NA,6.1,6.12,0.2,0.0001539384,0.235,"ALIVE","o",9.305,0.0029224734,2320,FALSE,1,2,NA,1,2,NA,1,2,NA,2,1,"[0,0.0182]","(0.0774,0.155]",NA,"[0,0.0182]","(0.0772,0.154]",NA,"[0,0.0182]","(0.0761,0.152]",NA,"(0.147,0.294]","[0,0.000309]"
"9875",2322.201,11,1,889,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,1,FALSE,NA,NA,TRUE,TRUE,2010,0.011513964,NA,NA,0.011513964,NA,NA,0,NA,NA,11.7,8.34,0.375,0.00055665225,0.286666666666667,"ALIVE","i",9.305,0.0107513406,2322,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,3,2,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.294,0.442]","(0.000309,0.000619]"
"9876",2325.201,11,1,904,"ABBA",NA,1025,"M","E",100,"H","BSLP",4,1,FALSE,NA,NA,TRUE,TRUE,2010,0.0173322072,NA,NA,0.0155226456,NA,NA,0.0173322072,NA,NA,3.35,4.83,0.0208333333333333,1.05538125e-05,0.1275,"ALIVE","o",9.305,0.00088141515,2325,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.147]","[0,0.000309]"
"9877",2327.201,11,1,914,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,3,FALSE,NA,NA,NA,NA,2010,0.0153207978,NA,NA,0.0127305486,NA,NA,0.0153207978,NA,NA,1.52,1.92,NA,NA,NA,"ALIVE","o",9.305,0.000181458816,2327,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,NA,NA
"9878",2330.201,11,1,971,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,5,FALSE,NA,NA,TRUE,FALSE,2010,0.010046373414,NA,NA,0.0068989536,NA,NA,0.0068989536,NA,NA,4.4,1.9,0.108333333333333,6.381375e-05,-0.0666666666666667,"ALIVE","o",9.305,0.0015205344,2330,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.147]","[0,0.000309]"
"9879",2334.201,11,1,975,"ABBA",NA,1025,"M","E",100,"H","BSLP",1,5,FALSE,NA,NA,TRUE,TRUE,2010,0.008739467814,NA,NA,0.0040715136,NA,NA,0.0040715136,NA,NA,6,5.3,0.241666666666667,0.00017272255,0.216666666666667,"ALIVE","i",9.305,0.00282744,2334,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"[0,0.0182]",NA,NA,"(0.147,0.294]","[0,0.000309]"
"9880",2336.201,11,1,1119,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,4,FALSE,NA,NA,TRUE,TRUE,2010,0.011596431,0.2022098694,0.409458299712,0.010005996,0.1734736542,0.342163437,0.011596431,0.1942946082,0.3872226204,3.6,3.18,0.0583333333333333,2.977975e-05,0.0733333333333334,"ALIVE","o",9.305,0.0010178784,2336,FALSE,1,3,3,1,3,3,1,3,3,1,1,"[0,0.0182]","(0.155,0.232]","(0.356,0.533]","[0,0.0182]","(0.154,0.232]","(0.324,0.486]","[0,0.0182]","(0.152,0.228]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9881",2343.201,11,1,1149,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,4,FALSE,NA,NA,TRUE,TRUE,2010,0.0110238744,0.2016373128,0.408885743112,0.010005996,0.1734736542,0.342163437,0.010005996,0.1856991906,0.35955710175,4.5,4.28,0.158333333333333,8.829205e-05,0.14,"ALIVE","i",9.305,0.001590435,2343,FALSE,1,3,3,1,3,3,1,3,3,2,1,"[0,0.0182]","(0.155,0.232]","(0.356,0.533]","[0,0.0182]","(0.154,0.232]","(0.324,0.486]","[0,0.0182]","(0.152,0.228]","(0.324,0.486]","(0.147,0.294]","[0,0.000309]"
"9882",2345.201,11,1,1153,"ABBA",NA,1025,"M","E",100,"H","BSLP",2,3,FALSE,NA,NA,TRUE,TRUE,2010,0.0187231506,0.125309572542,NA,0.0114990414,0.1028096454,NA,0.0168531132,0.1114891008,NA,4.4,3.99,0.116666666666667,6.78062e-05,0.115833333333333,"ALIVE","o",9.305,0.0015205344,2345,FALSE,2,2,NA,1,2,NA,1,2,NA,1,1,"(0.0182,0.0365]","(0.0774,0.155]",NA,"[0,0.0182]","(0.0772,0.154]",NA,"[0,0.0182]","(0.0761,0.152]",NA,"[0,0.147]","[0,0.000309]"
"9883",2346.201,11,1,1157,"ABBA",NA,1025,"M","E",100,"H","BSLP",3,3,FALSE,NA,NA,TRUE,TRUE,2010,0.0116074266,0.1147461546,0.441511573272,0.0080652726,0.0915556488,0.3845334108,0.0116074266,0.1147461546,0.440218773456,2.4,3.12,0.0333333333333333,1.15192e-05,0.0933333333333333,"ALIVE","i",9.305,0.0004523904,2346,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.324,0.486]","[0,0.147]","[0,0.000309]"
"9884",2348.201,11,1,1161,"ABBA",NA,1025,"M","E",100,"H","BSLP",2,3,FALSE,NA,NA,TRUE,TRUE,2010,0.0184341234,0.125020545342,NA,0.0114990414,0.1028096454,NA,0.013308603,0.104619207,NA,4.8,5.5,0.116666666666667,7.51366e-05,0.166666666666667,"ALIVE","i",9.305,0.0018095616,2348,FALSE,2,2,NA,1,2,NA,1,2,NA,1,1,"(0.0182,0.0365]","(0.0774,0.155]",NA,"[0,0.0182]","(0.0772,0.154]",NA,"[0,0.0182]","(0.0761,0.152]",NA,"[0,0.147]","[0,0.000309]"
"9885",2352.201,11,1,1170,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,3,FALSE,NA,NA,TRUE,TRUE,2010,0.00805035,0.149042522706,0.533469920214,0.00805035,0.132716892,0.48561282,0.00805035,0.132716892,0.48561282,5,5.7,0.0666666666666667,4.81712e-05,0.166666666666667,"ALIVE","o",9.305,0.0019635,2352,FALSE,1,2,3,1,2,NA,1,2,NA,1,1,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]",NA,"[0,0.0182]","(0.0761,0.152]",NA,"[0,0.147]","[0,0.000309]"
"9886",2359.201,11,1,1199,"ABBA",NA,1025,"M","E",100,"H","BSLP",5,4,FALSE,NA,NA,TRUE,TRUE,2010,0.0098630532,0.14387263506,0.48986124495,0.0087289356,0.1223472558,0.4320163386,0.0087289356,0.1223472558,0.4320163386,5,4.89,0.158333333333333,0.00010072755,0.1325,"ALIVE","o",9.305,0.0019635,2359,FALSE,1,2,3,1,2,3,1,2,3,2,1,"[0,0.0182]","(0.0774,0.155]","(0.356,0.533]","[0,0.0182]","(0.0772,0.154]","(0.324,0.486]","[0,0.0182]","(0.0761,0.152]","(0.324,0.486]","(0.147,0.294]","[0,0.000309]"
